% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,(LAUGHTER),?,None,CARSON,R,4,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And -- and I just want to take this opportunity to say, you know, in the 2012 election, you know, we -- and when I say we, Republicans -- tore themselves apart.',?,None,CARSON,R,4,221,0,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'You know, we have to stop this because, you know, if we manage to damage ourselves, and we lose the next election, and a progressive gets in there and they get two or three Supreme Court picks, this nation is over as we know it.',?,None,CARSON,R,4,222,0,0,0,2,0,0,2,0,0,0,0,0,0,0
No,'And we got to look at the big picture here.',?,None,CARSON,R,4,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, if that\'s the case, we\'re going to win every state, if Bernie Sanders is the nominee.',?,None,KASICH,R,4,227,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s not even an issue.',?,None,KASICH,R,4,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But look...',?,None,KASICH,R,4,227,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... and I know Bernie, and I can promise you he\'s not going to be president of the United States.',?,None,KASICH,R,4,229,0,1,2,0,0,0,0,0,0,0,0,0,0,0
No,'So here\'s this -- the situation, I think, Maria.',?,None,KASICH,R,4,229,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And this is what we have to -- I -- I\'ve got to tell you, when wages don\'t rise -- and they haven\'t for a lot of families for a number of years -- it\'s very, very difficult for them.',?,None,KASICH,R,4,230,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No,'Part of the reason why it hasn\'t risen because sometimes we\'re not giving people the skills they need.',?,None,KASICH,R,4,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Sometimes it\'s because the Federal Reserve kept interest rates so low that the wealthy were able to invest in -- in strong assets like the stock market when everybody else was left behind.',?,None,KASICH,R,4,231,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Yes,'People are upset about it.',N,washingtonpost.com,KASICH,R,4,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'I\'ll tell you what else they\'re upset about: you\'re 50 or 51 years old, and some kid walks in and tells you you\'re out of work, and you don\'t know where to go and where to turn.',Y,washingtonpost.com,KASICH,R,4,232,1,0,0,0,0,0,1,0,0,0,0,3,0,1
Yes,'Do we have answer for that?',N,washingtonpost.com,KASICH,R,4,232,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'We do.',N,washingtonpost.com,KASICH,R,4,232,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'There are ways to retrain the 50 and 51-year-olds, because they\'ve got great value.',N,washingtonpost.com,KASICH,R,4,232,4,0,0,0,0,0,1,0,0,0,0,1,0,0
No,'I\'ll tell you what else people are concerned about.',?,None,KASICH,R,4,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Their kids come out of college, they have high debt and they can\'t get a good job.',?,None,KASICH,R,4,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We got to do a lot about the high cost of high -- higher education, but we\'ve got to make sure we\'re training people for jobs that exist, that are good jobs that can pay.',?,None,KASICH,R,4,233,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Let me tell you that, in this country -- in this country, people are concerned about their economic future.',?,None,KASICH,R,4,235,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'They\'re very concerned about it.',?,None,KASICH,R,4,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And they wonder whether somebody is getting something to -- keeping them from getting it.',?,None,KASICH,R,4,235,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s not the America that I\'ve ever known.',?,None,KASICH,R,4,236,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'My father used to say, \"Johnny, we never -- we don\'t hate the rich.',?,None,KASICH,R,4,236,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'We just want to be the rich.\"',?,None,KASICH,R,4,236,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we just got to make sure that every American has the tools, in K-through-12 and in vocational education, in higher education.',?,None,KASICH,R,4,236,3,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And we got to fight like crazy so people can think the American dream still exists, because it does, with rising wages, with full employment and with everybody in America -- and I mean everybody in America -- having an opportunity to realize the American dream of having a better life than their mother and their father.',?,None,KASICH,R,4,237,0,0,2,0,2,0,0,0,0,0,0,0,0,0
No,'I\'m president -- look, I\'ve done it once.',?,None,KASICH,R,4,238,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I\'ve done it once in Washington, with great jobs and lower taxes.',?,None,KASICH,R,4,238,1,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'The economy was really booming.',?,None,KASICH,R,4,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And now in Ohio, with the same formula, wages higher than the -- than the national average.',?,None,KASICH,R,4,239,0,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'A growth of 385,000 jobs.',?,None,KASICH,R,4,239,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'It\'s not that hard.',?,None,KASICH,R,4,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Just know where you want to go, stick to your guts.',?,None,KASICH,R,4,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Get it done, because our -- our children and grandchildren are counting on us to get it done.',?,None,KASICH,R,4,241,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And, folks, we will.',?,None,KASICH,R,4,241,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You count on it.',?,None,KASICH,R,4,241,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Well, there\'s not question that we should be able to look at past president whether they\'re married to somebody who\'s running for president or not in terms of their past behavior and what it means.',Y,washingtonpost.com,CARSON,R,4,243,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Yes,'But you know, here\'s the real issue, is this America anymore?',N,washingtonpost.com,CARSON,R,4,243,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Yes,'Do we still have standards?',N,washingtonpost.com,CARSON,R,4,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Do we still have values and principles?',N,washingtonpost.com,CARSON,R,4,243,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, you look at what\'s going on, you see all the divisiveness and the hatred that goes on in our society.',?,None,CARSON,R,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, we have a war on virtual everything -- race wars, gender wars, income wars, religious wars, age wars.',?,None,CARSON,R,4,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Every war you can imaging, we have people at each other\'s throat and our strength is actually in our unity.',?,None,CARSON,R,4,244,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, you go to the internet, you start reading an article and you go to the comments section -- you cannot go five comments down before people are calling each all manner of names.',?,None,CARSON,R,4,245,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'Where did that spirit come from in America?',?,None,CARSON,R,4,245,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'It did not come from our Judeo-Christian roots, I can tell you that.',?,None,CARSON,R,4,245,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And wherever it came from we need to start once again recognizing that there is such a thing as right and wrong.',?,None,CARSON,R,4,245,3,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'And let\'s not let the secular progressives drive that out of us.',?,None,CARSON,R,4,245,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The majority of people in American actually have values and principles and they believe in the very things that made America great.',?,None,CARSON,R,4,246,0,0,1,0,1,0,0,0,0,0,0,0,0,0
No,'They\'ve been beaten into submission.',?,None,CARSON,R,4,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s time for us to stand up for what we believe in.',?,None,CARSON,R,4,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'First of all, I\'d like to recognize Governor Haley for her incredible leadership in the aftermath of the --',?,None,BUSH,R,4,254,0,1,0,0,0,0,0,1,0,0,0,0,0,0
No,'The Emanuel AME church killings.',?,None,BUSH,R,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I also want to recognize the people in that church that showed the grace of God and the grace of forgiveness and the mercy that they showed.',?,None,BUSH,R,4,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I don\'t know if any of us could have done what they did, one after another, within 48 hours of that tragedy taking place.',?,None,BUSH,R,4,258,0,0,0,0,0,0,1,0,0,0,0,2,0,0
No,'Look, here\'s the deal, in this particular case, the FBI made a mistake.',?,None,BUSH,R,4,258,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'The law itself requires a background check, but that didn\'t fulfill their part of the bargain within the time that they were supposed to do.',?,None,BUSH,R,4,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We don\'t need to add new rules, we need to make sure the FBI does its job.',?,None,BUSH,R,4,259,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'Because that person should not have gotten a gun, should not -- would not have passed a background check.',?,None,BUSH,R,4,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The first impulse of Barack Obama and Hillary Clinton is to take rights away from law- abiding citizens.',?,None,BUSH,R,4,259,2,4,0,0,0,0,0,1,0,0,0,0,0,0
No,'That\'s what they do, whether it\'s the San Bernardino attack or if it\'s these tragedies that take place, I think we need to focus on what the bigger issue is.',?,None,BUSH,R,4,260,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'It isn\'t law-abiding gun owners.',?,None,BUSH,R,4,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Look, I have an A plus rating in the NRA and we also have a reduction in gun violence because in Florida, if you commit a crime with a gun, you\'re going away.',Y,washingtonpost.com,BUSH,R,4,261,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Yes,'You\'re going away for a long, long while.',N,washingtonpost.com,BUSH,R,4,261,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that\'s what we should focus on is the violence in our communities.',?,None,BUSH,R,4,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Target the efforts for people that are committing crimes with guns, and if you do that, and get it right, you\'re going to be much better off than creating a political argument where there\'s a big divide.',?,None,BUSH,R,4,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The other issue is mental health.',?,None,BUSH,R,4,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s a serious issue that we could work on.',?,None,BUSH,R,4,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Republicans and Democrats alike believe this.',?,None,BUSH,R,4,263,2,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'The president\'s first impulse is do this by executive order, power he doesn\'t have.',?,None,BUSH,R,4,265,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'Why not go to Congress and in a bipartisan way, begin to deal with the process of mental health issues so that people that are spiraling out of control because of mental health challenges don\'t have access to guns.',?,None,BUSH,R,4,265,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,No.,?,None,TRUMP,R,4,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I am a 2nd amendment person.',?,None,TRUMP,R,4,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'If we had guns in California on the other side where the bullets went in the different direction, you wouldn\'t have 14 or 15 people dead right now.',?,None,TRUMP,R,4,269,2,0,1,0,0,0,2,0,0,2,0,0,0,0
No,'If even in Paris, if they had guns on the other side, going in the opposite direction, you wouldn\'t have 130 people plus dead.',?,None,TRUMP,R,4,270,0,0,1,0,0,0,1,0,0,0,0,0,0,0
No,'So the answer is no and what Jeb said is absolutely correct.',?,None,TRUMP,R,4,270,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have a huge mental health problem in this country.',?,None,TRUMP,R,4,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re closing hospitals, we\'re closing wards, we\'re closing so many because the states want to save money.',?,None,TRUMP,R,4,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have to get back into looking at what\'s causing it.',?,None,TRUMP,R,4,271,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The guns don\'t pull the trigger.',?,None,TRUMP,R,4,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s the people that pull the trigger and we have to find out what is going on.',?,None,TRUMP,R,4,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have to protect our 2nd amendment and you cannot do this and certainly what Barack Obama was doing with the executive order.',?,None,TRUMP,R,4,273,0,2,0,0,0,0,0,1,0,0,0,0,0,0
No,'He doesn\'t want to get people together, the old-fashioned way, where you get Congress.',?,None,TRUMP,R,4,273,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'You get the Congress, you get the Senate, you get together, you do legislation.',?,None,TRUMP,R,4,273,2,0,0,2,0,0,0,0,0,0,0,0,0,0
No,'He just writes out an executive order.',?,None,TRUMP,R,4,273,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Not supposed to happen that way.',?,None,TRUMP,R,4,273,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You get the Congress.',?,None,TRUMP,R,4,277,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'You get the Senate.',?,None,TRUMP,R,4,277,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'You get together.',?,None,TRUMP,R,4,277,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You do legislation.',?,None,TRUMP,R,4,277,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He just writes out an order, executive order.',?,None,TRUMP,R,4,277,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s not supposed to happen that way.',?,None,TRUMP,R,4,277,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That sounds like people are afraid the president\'s going to take their guns away.',?,None,RUBIO,R,4,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Look, the Second Amendment is not an option.',?,None,RUBIO,R,4,284,0,0,0,0,1,0,0,0,0,2,0,0,0,0
No,'It is not a suggestion.',?,None,RUBIO,R,4,284,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It is a constitutional right of every American to be able to protect themselves and their families.',?,None,RUBIO,R,4,284,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'I am convinced that if this president could confiscate every gun in America, he would.',?,None,RUBIO,R,4,284,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I am convinced that this president, if he could get rid of the Second Amendment, he would.',?,None,RUBIO,R,4,284,4,0,0,0,1,0,0,1,0,0,0,0,0,0
No,'I am convinced because I see how he works with his attorney general, not to defend the Second Amendment, but to figure out ways to undermine it.',?,None,RUBIO,R,4,284,5,0,0,0,1,0,0,1,0,0,0,0,0,0
No,'I have seen him appoint people to our courts not to defend the Second Amendment, but to figure out ways to undermine it.',?,None,RUBIO,R,4,285,0,0,0,0,1,0,0,1,0,0,0,0,0,0
No,'Here\'s my second problem.',?,None,RUBIO,R,4,286,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'None of these instances that the president points to as the reason why he\'s doing these things would have been preventive.',?,None,RUBIO,R,4,286,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know why?',?,None,RUBIO,R,4,286,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because criminals don\'t buy their guns from a gun show.',?,None,RUBIO,R,4,286,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They don\'t buy their guns from a collector.',?,None,RUBIO,R,4,286,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And they don\'t buy their guns from a gun store.',?,None,RUBIO,R,4,286,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They get -- they steal them.',?,None,RUBIO,R,4,286,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They get them on the black market.',?,None,RUBIO,R,4,286,7,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And let me tell you, ISIS and terrorists do not get their guns from a gun show.',?,None,RUBIO,R,4,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No,These...,?,None,RUBIO,R,4,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... his answer -- you name it.',?,None,RUBIO,R,4,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'If there\'s an act of violence in America, his immediate answer before he even knows the facts is gun control.',?,None,RUBIO,R,4,290,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Here\'s a fact.',?,None,RUBIO,R,4,290,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We are in a war against ISIS.',?,None,RUBIO,R,4,290,3,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'They are trying to attack us here in America.',?,None,RUBIO,R,4,290,4,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'They attacked us in Philadelphia last week.',?,None,RUBIO,R,4,290,5,0,1,0,0,0,0,0,0,2,0,0,0,0
No,'They attacked us in San Bernardino two weeks ago.',?,None,RUBIO,R,4,290,6,0,2,0,0,0,0,0,0,3,0,0,0,0
No,'And the last line standing between them and our families might be us and a gun.',?,None,RUBIO,R,4,290,7,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When I\'m president of the United States, we are defending the Second Amendment, not undermining it the way Barack Obama does.',?,None,RUBIO,R,4,291,0,2,2,0,0,0,0,1,0,0,0,0,0,0
No,'About every two weeks, he holds a press conference talking about how he can\'t wait to restrict people\'s access to guns.',?,None,RUBIO,R,4,294,0,0,0,0,0,0,0,0,0,0,0,0,3,0
No,'He has never defended...',?,None,RUBIO,R,4,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ll give you a fact.',?,None,RUBIO,R,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, let me tell you this.',?,None,RUBIO,R,4,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Do you remember when he ran for president of the United States, and he was a candidate, and he went and said, \"These Americans with traditional values, they are bitter people, and they cling to their guns and to their religion.\"',?,None,RUBIO,R,4,296,2,0,2,0,1,0,0,0,0,0,0,0,0,0
No,'That tells you right away where he was headed on all of this.',?,None,RUBIO,R,4,296,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This president every chance he has ever gotten has tried to undermine the Second Amendment.',?,None,RUBIO,R,4,297,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'He doesn\'t meet -- here\'s the difference.',?,None,RUBIO,R,4,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When he meets with the attorney general in the White House, it\'s not \"how can we protect the Second Amendment rights of Americans.\"',?,None,RUBIO,R,4,299,1,0,2,0,2,0,0,1,0,0,0,0,0,0
No,'It\'s \"give me options on how I can make it harder for law-abiding people to buy guns.\"',?,None,RUBIO,R,4,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That will never happen when I am president of the United States.',?,None,RUBIO,R,4,299,3,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'No, absolutely not.',?,None,CHRISTIE,R,4,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The president wants to do things without working with his Congress, without working with the legislature, and without getting the consent of the American people.',?,None,CHRISTIE,R,4,303,1,0,0,1,1,0,0,0,0,0,0,0,0,0
No,'And the fact is that that\'s not a democracy.',?,None,CHRISTIE,R,4,303,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s a dictatorship.',?,None,CHRISTIE,R,4,303,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we need to very, very concerned about that.',?,None,CHRISTIE,R,4,303,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'See, here\'s the thing.',?,None,CHRISTIE,R,4,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I don\'t think the founders put the Second Amendment as number two by accident.',?,None,CHRISTIE,R,4,304,1,0,0,0,0,0,1,1,0,0,0,0,0,0
No,'I don\'t think they dropped all the amendments into a hat and picked them out of a hat.',?,None,CHRISTIE,R,4,304,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think they made the Second Amendment the second amendment because they thought it was just that important.',?,None,CHRISTIE,R,4,304,3,0,0,0,0,0,0,2,0,0,0,0,0,0
No,'The fact is in New Jersey, what we have done is to make it easier now to get a conceal and carry permit.',?,None,CHRISTIE,R,4,305,0,0,2,0,0,0,0,0,0,1,0,0,0,0
No,'We have made it easier to do that, not harder.',?,None,CHRISTIE,R,4,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And the way we\'ve done it properly through regulatory action, not buy signing unconstitutional executive orders.',?,None,CHRISTIE,R,4,305,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This guy is a petulant child.',?,None,CHRISTIE,R,4,305,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s what he is.',?,None,CHRISTIE,R,4,305,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I mean, you know...',?,None,CHRISTIE,R,4,305,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... the fact is, Neil, let\'s think about -- let\'s think about -- and I want to maybe -- I hope the president is watching tonight, because here\'s what I\'d like to tell him.',?,None,CHRISTIE,R,4,307,0,1,0,0,0,0,0,0,0,1,0,0,0,0
No,'Mr. President, we\'re not against you.',?,None,CHRISTIE,R,4,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re against your policies.',?,None,CHRISTIE,R,4,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When you became president, you had a Democratic Congress and a filibuster-proof Democratic Senate.',?,None,CHRISTIE,R,4,308,2,0,0,3,1,0,0,0,0,0,0,0,0,0
No,'You had only 21 Republican governors in this country.',?,None,CHRISTIE,R,4,308,3,0,0,0,1,0,1,0,0,0,0,0,0,0
No,'And now after seven years of your policies, we have the biggest majority we\'ve had since the 1920s in the House; a Republican majority in the Senate; and 31 out of 50 Republican governors.',?,None,CHRISTIE,R,4,308,4,0,0,3,1,0,2,0,0,3,0,2,0,0
No,'The American people have rejected your agenda and now you\'re trying to go around it.',?,None,CHRISTIE,R,4,309,0,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'That\'s not right.',?,None,CHRISTIE,R,4,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s not constitutional.',?,None,CHRISTIE,R,4,309,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we are going to kick your rear end out of the White House come this fall.',?,None,CHRISTIE,R,4,309,3,0,0,2,0,0,0,0,0,2,0,0,0,0
No,'The answer is simple.',?,None,CRUZ,R,4,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Your prosecute criminals.',?,None,CRUZ,R,4,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You target the bad guys.',?,None,CRUZ,R,4,312,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, a minute ago, Neil asked: What has President Obama do -- done to illustrate that he wants to go after guns?',?,None,CRUZ,R,4,312,3,2,0,0,0,0,0,0,0,3,0,0,0,0
No,'Well, he appointed Eric Holder as attorney general.',?,None,CRUZ,R,4,313,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Eric Holder said he viewed his mission as brainwashing the American people against guns.',?,None,CRUZ,R,4,313,1,2,0,0,1,0,0,0,0,0,0,0,0,0
No,'He appointed Sonia Sotomayor to the Supreme Court, someone who has been a radical against the Second Amendment right to keep and bear arms.',?,None,CRUZ,R,4,313,2,2,0,2,1,0,0,1,0,0,0,0,0,0
No,'He launched Fast and Furious, illegally selling guns to Mexican drug lords that were then used to shoot law enforcement officials.',?,None,CRUZ,R,4,314,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And I\'ll tell you what Hillary Clinton has said: Hillary Clinton says she agrees with the dissenters -- the Supreme Court dissenters in the Heller case.',?,None,CRUZ,R,4,314,1,5,0,2,0,0,0,0,0,0,0,0,0,0
No,'There were four dissenters, and they said that they believe the Second Amendment protects no individual right to keep and bear arms whatsoever, which means, if their view prevailed and the next president\'s going to get one, two, three, maybe four Supreme Court justices, the court will rule that not a single person in this room has any right under the Second Amendment and the government could confiscate your guns.',?,None,CRUZ,R,4,315,0,0,0,2,1,0,5,2,0,0,0,0,0,0
